id,sign
g88785,0
g11848,0
g483,0
g23386,0
g60045,0
g617,0
g38777,0
g92557,0
g77986,0
g53943,0
g96030,0
g74198,0
g38091,0
g83875,0
g83531,0
g133955,0
g115901,0
g111537,0
g58481,0
g107405,0
g125259,0
g53788,0
g16836,0
g22719,0
g34773,0
g30295,0
g81350,0
g100455,0
g103474,0
g50707,0
g28350,0
g137474,0
g49624,0
g19899,0
g20894,0
g55800,0
g20367,0
g105888,0
g29971,0
g7770,0
g2616,0
g5783,0
g96784,0
g8430,0
g92866,0
g29238,0
g30540,0
g50508,0
g60824,0
g131033,0
g5796,0
g47200,0
g108582,0
g40519,0
g125568,0
g74310,0
g29573,0
g25123,0
g102971,0
g150617,0
g41018,0
g5093,0
g48926,0
g77886,0
g113089,0
g7767,0
g21525,0
g73362,0
g21061,0
g75594,0
g135853,0
g131798,0
g59385,0
g63344,0
g2797,0
g101052,0
g50014,0
g66718,0
g121401,0
g49576,0
g16868,0
g123540,0
g29688,0
g1630,0
g19934,0
g46042,0
g59386,0
g8112,0
g64092,0
g152471,0
g575,0
g33965,0
g131731,0
g48836,0
g120546,0
g115760,0
g9866,0
g28489,0
g133274,0
g91682,0
g21566,0
g17467,0
g56090,0
g28467,0
g35200,0
g18322,0
g144241,0
g29858,0
g138177,0
g28511,0
g30566,0
g45824,0
g17556,0
g75565,0
g90349,0
g50006,0
g127734,0
g121262,0
g24061,0
g152628,0
g13732,0
g127658,0
g19845,0
g110923,0
g58426,0
g46044,0
g41700,0
g67821,0
g52208,0
g140505,0
g36994,0
g48727,0
g79458,0
g27506,0
g64697,0
g149253,0
g18943,0
g25413,0
g41017,0
g30665,0
g58668,0
g155,0
g137079,0
g49837,0
g43699,0
g62331,0
g3934,0
g12588,0
g35117,0
g38127,0
g11395,0
g119184,0
g110756,0
g60722,0
g53582,0
g16550,0
g246,0
g71722,0
g57570,0
g70159,0
g2368,0
g127604,0
g42417,0
g5143,0
g50017,0
g13078,0
g19521,0
g47205,0
g18155,0
g69174,0
g35839,0
g25062,0
g16950,0
g38516,0
g44221,0
g28062,0
g27201,0
g132102,0
g36474,0
g28997,0
g118661,0
g129175,0
g57376,0
g34983,0
g70656,0
g69436,0
g12951,0
g51511,0
g38052,0
g66089,0
g109159,0
g128633,0
g49922,0
g48552,0
g3439,0
g94647,0
g135679,0
g40107,0
g41423,0
g19863,0
g28546,0
g49589,0
g110491,0
g97536,0
g46061,0
g31434,0
g86524,0
g28549,0
g150099,0
g76924,0
g4235,0
g83390,0
g72096,0
g60787,0
g4546,0
g124473,0
g45240,0
g84602,0
g141267,0
g64050,0
g59454,0
g40300,0
g110501,0
g92132,0
g91649,0
g47522,0
g45126,0
g73626,0
g30101,0
g51147,0
g24300,0
g52105,0
g113808,0
g112885,0
g130079,0
g82087,0
g8926,0
g4390,0
g28998,0
g94879,0
g3189,0
g18215,0
g53853,0
g119685,0
g126,0
g30165,0
g14957,0
g4943,0
g121943,0
g15794,0
g40752,0
g47452,0
g75944,0
g36844,0
g59840,0
g17597,0
g11400,0
g135782,0
g83259,0
g120450,0
g78200,0
g82971,0
g15314,0
g105450,0
g126178,0
g83824,0
g35266,0
g92609,0
g29475,0
g75481,0
g63932,0
g859,0
g70555,0
g143641,0
g112974,0
g64605,0
g33649,0
g15397,0
g55813,0
g48079,0
g118862,0
g39982,0
g23348,0
g14023,0
g13882,0
g30206,0
g80058,0
g58947,0
g3933,0
g113654,0
g155297,0
g139011,0
g30098,0
g35140,0
g104836,0
g1451,0
g55672,0
g73660,0
g8093,0
g26344,0
g157990,0
g1699,0
g110390,0
g39727,0
g70918,0
g45773,0
g97209,0
g53101,0
g11141,0
g20705,0
g98881,0
g144797,0
g50725,0
g133008,0
g3683,0
g78833,0
g125613,0
g153998,0
g64203,0
g120728,0
g66385,0
g100344,0
g14812,0
g136049,0
g28648,0
g66909,0
g6215,0
g120439,0
g13043,0
g108998,0
g41588,0
g5782,0
g21877,0
g26302,0
g15655,0
g149117,0
g149125,0
g72343,0
g1649,0
g73129,0
g148372,0
g107362,0
g137309,0
g17529,0
g41251,0
g128435,0
g61852,0
g111534,0
g59443,0
g37949,0
g14252,0
g47951,0
g55115,0
g148244,0
g126548,0
g73509,0
g137273,0
g155346,0
g97866,0
g52545,0
g4952,0
g84482,0
g57800,0
g4545,0
g154258,0
g30182,0
g2708,0
g115873,0
g2542,0
g68205,0
g3287,0
g120136,0
g89408,0
g20398,0
g104656,0
g42354,0
g35907,0
g45195,0
g85405,0
g81780,0
g104169,0
g31238,0
g49159,0
g86969,0
g69619,0
g133221,0
g44542,0
g7348,0
g68528,0
g125954,0
g72398,0
g137576,0
g106767,0
g139400,0
g22689,0
g45873,0
g6924,0
g57980,0
g94485,0
g8998,0
g33709,0
g129183,0
g101729,0
g37417,0
g38074,0
g122652,0
g44651,0
g114147,0
g49698,0
g61576,0
g102983,0
g149028,0
g98401,0
g30989,0
g51040,0
g52913,0
g45735,0
g19080,0
g111595,0
g14257,0
g122789,0
g162002,0
g28340,0
g98767,0
g17273,0
g131406,0
g24507,0
g13964,0
g104620,0
g105913,0
g58874,0
g79374,0
g88185,0
g77058,0
g156143,0
g1239,0
g147707,0
g105248,0
g69354,0
g49852,0
g19916,0
g89742,0
g90831,0
g92653,0
g29028,0
g9016,0
g64171,0
g41783,0
g82429,0
g121297,0
g7258,0
g106039,0
g91530,0
g44255,0
g56969,0
g25084,0
g60009,0
g22989,0
g91589,0
g65385,0
g107508,0
g4671,0
g66014,0
g27853,0
g144614,0
g81878,0
g43936,0
g64424,0
g147559,0
g79009,0
g120323,0
g137375,0
g50259,0
g2709,0
g4381,0
g112950,0
g3072,0
g136834,0
g50181,0
g44657,0
g93472,0
g46270,0
g82553,0
g61060,0
g32819,0
g86691,0
g121378,0
g160970,0
g34958,0
g61457,0
g113860,0
g102708,0
g44224,0
g76013,0
g14420,0
g19933,0
g57364,0
g140025,0
g130326,0
g82463,0
g48103,0
g99028,0
g89537,0
g28458,0
g152079,0
g61221,0
g12779,0
g55093,0
g39695,0
g65087,0
g54861,0
g36235,0
g90270,0
g5160,0
g150433,0
g87460,0
g27488,0
g45623,0
g775,0
g17092,0
g109949,0
g84715,0
g44107,0
g41091,0
g105882,0
g57159,0
g99594,0
g20277,0
g57406,0
g9043,0
g86099,0
g40477,0
g133726,0
g140267,0
g9606,0
g146158,0
g152070,0
g50588,0
g25764,0
g87311,0
g138400,0
g108858,0
g28512,0
g2980,0
g11518,0
g68578,0
g75037,0
g128919,0
g44682,0
g102662,0
g95694,0
g127506,0
g69896,0
g34154,0
g70799,0
g104628,0
g134154,0
g75723,0
g39580,0
g144274,0
g53741,0
g119616,0
g105287,0
g126519,0
g48468,0
g19783,0
g72565,0
g25150,0
g36046,0
g59865,0
g87393,0
g26266,0
g97726,0
g54226,0
g109211,0
g77872,0
g13906,0
g123030,0
g122607,0
g11433,0
g133813,0
g11627,0
g76123,0
g92152,0
g59447,0
g49140,0
g61424,0
g65270,0
g22849,0
g133740,0
g86406,0
g118498,0
g78910,0
g81667,0
g110447,0
g55198,0
g12200,0
g60427,0
g13780,0
g68947,0
g8188,0
g69589,0
g134355,0
g118542,0
g71970,0
g3790,0
g46145,0
g96232,0
g118368,0
g91204,0
g19371,0
g16179,0
g94696,0
g134973,0
g20937,0
g121745,0
g73706,0
g46230,0
g140113,0
g128061,0
g149391,0
g31933,0
g120799,0
g36510,0
g109439,0
g6214,0
g155601,0
g149082,0
g149328,0
g60959,0
g141889,0
g132941,0
g9120,0
g160201,0
g139914,0
g63429,0
g133276,0
g48391,0
g49107,0
g50459,0
g132803,0
g16083,0
g18429,0
g36003,0
g206,0
g2247,0
g85627,0
g11979,0
g22982,0
g7272,0
g75324,0
g11237,0
g19840,0
g77888,0
g18052,0
g143306,0
g89828,0
g126851,0
g60054,0
g29510,0
g20484,0
g5556,0
g6926,0
g143813,0
g22736,0
g133345,0
g51583,0
g64219,0
g4691,0
g149069,0
g141806,0
g91703,0
g63677,0
g98329,0
g22663,0
g134225,0
g77097,0
g2636,0
g71239,0
g49459,0
g118234,0
g16651,0
g100114,0
g23853,0
g9173,0
g46427,0
g96196,0
g102799,0
g80214,0
g114278,0
g30663,0
g62135,0
g19129,0
g49725,0
g14301,0
g109100,0
g157984,0
g82996,0
g99338,0
g9022,0
g23896,0
g103710,0
g13568,0
g74386,0
g44043,0
g137271,0
g88743,0
g129244,0
g99911,0
g101619,0
g71457,0
g129544,0
g66141,0
g117805,0
g9567,0
g16986,0
g72069,0
g9666,0
g84340,0
g66317,0
g47746,0
g35948,0
g31261,0
g135687,0
g56680,0
g104727,0
g3930,0
g86069,0
g127825,0
g56306,0
g143735,0
g139196,0
g125837,0
g146544,0
g69346,0
g142215,0
g2617,0
g144162,0
g27377,0
g32193,0
g91486,0
g157215,0
g3143,0
g20309,0
g33308,0
g62293,0
g15889,0
g123662,0
g6709,0
g73119,0
g35139,0
g82094,0
g23365,0
g78986,0
g31273,0
g27383,0
g41726,0
g154625,0
g109320,0
g116060,0
g78567,0
g411,0
g36777,0
g10242,0
g89189,0
g123065,0
g50332,0
g100100,0
g39473,0
g158368,0
g64553,0
g85003,0
g93578,0
g81376,0
g49155,0
g137637,0
g20316,0
g94473,0
g44126,0
g26166,0
g69340,0
g66846,0
g87782,0
g19322,0
g78494,0
g103988,0
g131112,0
g94536,0
g108927,0
g7559,0
g107812,0
g125026,0
g153115,0
g129044,0
g80227,0
g4384,0
g145084,0
g13164,0
g85842,0
g53396,0
g110853,0
g119005,0
g73583,0
g69016,0
g3071,0
g109817,0
g109427,0
g15276,0
g120831,0
g14920,0
g52361,0
g65507,0
g15096,0
g123985,0
g116734,0
g64790,0
g77238,0
g56341,0
g14582,0
g5294,0
g29143,0
g17994,0
g44642,0
g110779,0
g83364,0
g127122,0
g76568,0
g49605,0
g15418,0
g68894,0
g16741,0
g144554,0
g1240,0
g104536,0
g118270,0
g90260,0
g36182,0
g107539,0
g153291,0
g10673,0
g100894,0
g96971,0
g128739,0
g7467,0
g154185,0
g82957,0
g33823,0
g30243,0
g34771,0
g113959,0
g107908,0
g82860,0
g67241,0
g28620,0
g16749,0
g65473,0
g131720,0
g97593,0
g20220,0
g97629,0
g41190,0
g16156,0
g83341,0
g29735,0
g101518,0
g128917,0
g109480,0
g23621,0
g29903,0
g73679,0
g81417,0
g7662,0
g106780,0
g6420,0
g119065,0
g112546,0
g137171,0
g104643,0
g158777,0
g8568,0
g16683,0
g48906,0
g18898,0
g55887,0
g62669,0
g68704,0
g41787,0
g78120,0
g110157,0
g12505,0
g142868,0
g58783,0
g2005,0
g128854,0
g101650,0
g110866,0
g80450,0
g18512,0
g49131,0
g67218,0
g41615,0
g6848,0
g26670,0
g23344,0
g42209,0
g13997,0
g100645,0
g93304,0
g71112,0
g87479,0
g53454,0
g4385,0
g18920,0
g35256,0
g22003,0
g93183,0
g19406,0
g156190,0
g66107,0
g6577,0
g59715,0
g27532,0
g92718,0
g144253,0
g69926,0
g73778,0
g69341,0
g32849,0
g38653,0
g110367,0
g86271,0
g66044,0
g58813,0
g73321,0
g26950,0
g34982,0
g113819,0
g3973,0
g102569,0
g74784,0
g35751,0
g34319,0
g100378,0
g16339,0
g21843,0
g35265,0
g23519,0
g53873,0
g131240,0
g114779,0
g103752,0
g26822,0
g26114,0
g128224,0
g107375,0
g56020,0
g101173,0
g41860,0
g110257,0
g69813,0
g81832,0
g70431,0
g18967,0
g122658,0
g23044,0
g70260,0
g141592,0
g24176,0
g95766,0
g26734,0
g52936,0
g105495,0
g111961,0
g29945,0
g71698,0
g49911,0
g26331,0
g18950,0
g158236,0
g144350,0
g127633,0
g123730,0
g25421,0
g80075,0
g129993,0
g58383,0
g116451,0
g58234,0
g21882,0
g102713,0
g147250,0
g113289,0
g148045,0
g69744,0
g101235,0
g89764,0
g136851,0
g7776,0
g63383,0
g46463,0
g110186,0
g91532,0
g5894,0
g61853,0
g80895,0
g108485,0
g11537,0
g69903,0
g16004,0
g59514,0
g114600,0
g100216,0
g50410,0
g54186,0
g45524,0
g44544,0
g31173,0
g104824,0
g66072,0
g11107,0
g41195,0
g2821,0
g6759,0
g153415,0
g106534,0
g120849,0
g35814,0
g142571,0
g6887,0
g3793,0
g85410,0
g18876,0
g48521,0
g17855,0
g8940,0
g80953,0
g98086,0
g77069,0
g17229,0
g19221,0
g61700,0
g146923,0
g37340,0
g39770,0
g20434,0
g30187,0
g4727,0
g126816,0
g118901,0
g65605,0
g46833,0
g145247,0
g98312,0
g24807,0
g61111,0
g94877,0
g80507,0
g44274,0
g72172,0
g18899,0
g51211,0
g94119,0
g110083,0
g59930,0
g79627,0
g41077,0
g5892,0
g159953,0
g120119,0
g134468,0
g10532,0
g114294,0
g18108,0
g21290,0
g90342,0
g61809,0
g53102,0
g139181,0
g120325,0
g43588,0
g57697,0
g32388,0
g13727,0
g4912,0
g53118,0
g108356,0
g20320,0
g34248,0
g96887,0
g79310,0
g133663,0
g20079,0
g135437,0
g75894,0
g724,0
g124525,0
g126343,0
g48164,0
g158436,0
g51474,0
g31983,0
g11567,0
g57212,0
g23356,0
g140707,0
g76580,0
g81730,0
g96897,0
g63865,0
g124879,0
g98107,0
g131166,0
g148009,0
g16282,0
g59855,0
g55976,0
g42643,0
g95171,0
g100565,0
g23760,0
g25288,0
g13167,0
g61535,0
g149088,0
g2685,0
g60608,0
g38265,0
g26092,0
g34064,0
g43023,0
g78714,0
g77597,0
g55222,0
g29230,0
g42231,0
g32672,0
g40877,0
g15974,0
g24184,0
g112968,0
g6337,0
g37559,0
g64506,0
g138721,0
g106960,0
g38122,0
g24678,0
g61622,0
g107159,0
g88276,0
g51700,0
g22885,0
g16730,0
g35115,0
g3228,0
g130801,0
g57774,0
g5341,0
g60428,0
g26846,0
g22996,0
g148922,0
g96424,0
g79622,0
g145551,0
g114441,0
g23530,0
g132266,0
g59450,0
g67255,0
g106362,0
g97392,0
g31034,0
g82889,0
g58085,0
g67233,0
g94929,0
g82812,0
g67018,0
g90267,0
g10758,0
g47117,0
g12842,0
g91596,0
g153405,0
g75780,0
g94166,0
g19918,0
g60602,0
g59693,0
g18455,0
g153286,0
g42554,0
g101490,0
g4373,0
g39617,0
g94396,0
g51178,0
g31666,0
g17572,0
g128760,0
g88083,0
g58124,0
g142867,0
g135144,0
g36993,0
g13689,0
g29514,0
g95044,0
g85106,0
g68512,0
g44178,0
g18318,0
g116465,0
g90269,0
g60361,0
g32559,0
g83907,0
g27777,0
g26773,0
g76681,0
g57561,0
g94695,0
g134951,0
g16949,0
g91910,0
g128,0
g13418,0
g82958,0
g68057,0
g103651,0
g58596,0
g58853,0
g90870,0
g130982,0
g22210,0
g148237,0
g132930,0
g57978,0
g30373,0
g95649,0
g67817,0
g4898,0
g31342,0
g88917,0
g74544,0
g6916,0
g80407,0
g17701,0
g23686,0
g158495,0
g61663,0
g103059,0
g116115,0
g50822,0
g27085,0
g78926,0
g131780,0
g3096,0
g49035,0
g148764,0
g36977,0
g114185,0
g160847,0
g51947,0
g5539,0
g53528,0
g84050,0
g53330,0
g152343,0
g98579,0
g59805,0
g3230,0
g46021,0
g123885,0
g101891,0
g100246,0
g23560,0
g4492,0
g34715,0
g90674,0
g38538,0
g58873,0
g92198,0
g127046,0
g138544,0
g45197,0
g56376,0
g102291,0
g114010,0
g33539,0
g74353,0
g47918,0
g29556,0
g137338,0
g23296,0
g23299,0
g9563,0
g124023,0
g92756,0
g129756,0
g94021,0
g56269,0
g106,0
g64435,0
g44775,0
g11397,0
g555,0
g71189,0
g161756,0
g31572,0
g37218,0
g67175,0
g95507,0
g37158,0
g77247,0
g763,0
g42607,0
g119259,0
g66708,0
g84542,0
g89859,0
g95913,0
g46166,0
g4387,0
g3715,0
g86931,0
g50934,0
g4105,0
g50732,0
g13777,0
g5757,0
g142218,0
g114193,0
g53569,0
g117083,0
g66509,0
g140591,0
g71643,0
g127603,0
g133691,0
g143219,0
g112017,0
g91833,0
g99814,0
g45687,0
g22559,0
g96570,0
g59067,0
g36513,0
g14744,0
g20308,0
g93764,0
g81967,0
g58460,0
g19919,0
g85027,0
g122089,0
g38547,0
g106670,0
g20525,0
g61142,0
g42295,0
g94527,0
g27920,0
g139560,0
g62390,0
g5534,0
g6498,0
g62459,0
g127684,0
g47795,0
g16592,0
g53493,0
g48536,0
g121855,0
g101054,0
g84053,0
g4389,0
g114078,0
g96218,0
g77096,0
g57379,0
g59482,0
g54114,0
g96938,0
g130658,0
g49418,0
g75082,0
g139351,0
g13288,0
g17990,0
g56748,0
g90275,0
g99491,0
g27554,0
g113309,0
g69271,0
g12650,0
g129946,0
g74333,0
g12771,0
g65438,0
g83283,0
g40773,0
g4133,0
g90894,0
g87908,0
g55240,0
g110066,0
g117454,0
g11759,0
g8942,0
g112119,0
g132967,0
g69648,0
g27338,0
g18320,0
g52368,0
g108683,0
g117751,0
g3175,0
g156516,0
g97101,0
g45790,0
g3730,0
g27329,0
g79689,0
g59663,0
g9826,0
g43390,0
g27363,0
g74924,0
g97583,0
g29179,0
g35396,0
g45924,0
g70225,0
g29860,0
g113686,0
g55829,0
g10795,0
g10989,0
g62133,0
g34442,0
g29431,0
g105203,0
g11597,0
g95379,0
g68567,0
g115895,0
g49069,0
g123875,0
g82813,0
g135097,0
g38267,0
g64408,0
g98371,0
g77841,0
g41861,0
g50218,0
g124019,0
g57689,0
g75047,0
g138494,0
g82260,0
g129174,0
g50369,0
g144959,0
g34906,0
g140262,0
g54672,0
g156112,0
g144060,0
g162636,0
g48387,0
g42771,0
g39472,0
g40195,0
g37716,0
g20270,0
g23231,0
g108617,0
g51292,0
g34848,0
g98689,0
g33713,0
g88156,0
g19316,0
g7483,0
g74816,0
g17964,0
g98183,0
g22798,0
g52328,0
g59889,0
g153105,0
g47450,0
g80408,0
g41831,0
g138037,0
g9167,0
g5784,0
g1479,0
g160221,0
g101181,0
g68730,0
g73561,0
g7955,0
g66988,0
g127340,0
g106188,0
g25331,0
g58489,0
g113766,0
g71208,0
g37665,0
g63606,0
g126652,0
g118765,0
g96262,0
g1556,0
g39697,0
g127308,0
g25220,0
g46296,0
g151011,0
g22830,0
g16000,0
g129508,0
g55776,0
g146347,0
g142000,0
g74782,0
g68579,0
g79623,0
g26942,0
g159571,0
g142643,0
g75517,0
g81753,0
g69146,0
g44121,0
g60387,0
g49599,0
g52443,0
g5856,0
g55913,0
g106549,0
g80215,0
g74952,0
g19923,0
g45942,0
g143367,0
g120258,0
g63611,0
g126320,0
g25776,0
g125675,0
g65376,0
g73445,0
g41626,0
g70910,0
g106612,0
g83922,0
g162302,0
g79047,0
g72730,0
g99716,0
g44498,0
g56844,0
g112526,0
g79555,0
g14946,0
g109932,0
g57046,0
g104127,0
g96658,0
g52478,0
g18061,0
g69827,0
g67559,0
g126107,0
g129874,0
g34912,0
g2727,0
g116043,0
g56769,0
g134937,0
g151832,0
g86586,0
g102477,0
g33665,0
g75745,0
g135334,0
g29523,0
g29324,0
g104368,0
g1361,0
